MAX_STRM_id,GOT2,NewID,ACAD_CAREER,PROG_STATUS,PROG_ACTION,STATUS_DT,ADMIT_TERM,BEGIN_DT,END_DT,EXP_GRAD_TERM,CAMPUS,SAD_LOAD_DESCR,ACAD_PLAN,ACAD_PROG_DESCR,TRNSCR_DESCR,ACAD_ORG,DISABILITY,NATIONALITY,RACE,SEX,MUET,IELTS,LOAN,SPONSOR,SCHOLAR,TOT_CUMULATIVE,N_FINAL_RSLT_DESCR,N_HONOUR_DESCR,CREDITREQUIRED,CNT_DISC,INFO1,CUMM_UNT_PASSD_NOGPA,TOT_TRNSFR,MAX_TOT_PASSD_GPA,LATEST_CH_PASSD,MAX_STRM,SUM_UNT_PASSD_GPA,Prog_Length(Trimester),T1:CUR_GPA,T1:CUM_GPA,T1:UNT_TAKEN_GPA,T1:UNT_TAKEN_NOGPA,T1:UNT_PASSD_GPA,T1:UNT_PASSD_NOGPA,T1:TOT_PASSD_GPA,T2:CUR_GPA,T2:CUM_GPA,T2:UNT_TAKEN_GPA,T2:UNT_TAKEN_NOGPA,T2:UNT_PASSD_GPA,T2:UNT_PASSD_NOGPA,T2:TOT_PASSD_GPA,T3:CUR_GPA,T3:CUM_GPA,T3:UNT_TAKEN_GPA,T3:UNT_TAKEN_NOGPA,T3:UNT_PASSD_GPA,T3:UNT_PASSD_NOGPA,T3:TOT_PASSD_GPA,T4:CUR_GPA,T4:CUM_GPA,T4:UNT_TAKEN_GPA,T4:UNT_TAKEN_NOGPA,T4:UNT_PASSD_GPA,T4:UNT_PASSD_NOGPA,T4:TOT_PASSD_GPA,T5:CUR_GPA,T5:CUM_GPA,T5:UNT_TAKEN_GPA,T5:UNT_TAKEN_NOGPA,T5:UNT_PASSD_GPA,T5:UNT_PASSD_NOGPA,T5:TOT_PASSD_GPA,T6:CUR_GPA,T6:CUM_GPA,T6:UNT_TAKEN_GPA,T6:UNT_TAKEN_NOGPA,T6:UNT_PASSD_GPA,T6:UNT_PASSD_NOGPA,T6:TOT_PASSD_GPA,T7:CUR_GPA,T7:CUM_GPA,T7:UNT_TAKEN_GPA,T7:UNT_TAKEN_NOGPA,T7:UNT_PASSD_GPA,T7:UNT_PASSD_NOGPA,T7:TOT_PASSD_GPA,T8:CUR_GPA,T8:CUM_GPA,T8:UNT_TAKEN_GPA,T8:UNT_TAKEN_NOGPA,T8:UNT_PASSD_GPA,T8:UNT_PASSD_NOGPA,T8:TOT_PASSD_GPA,T9:CUR_GPA,T9:CUM_GPA,T9:UNT_TAKEN_GPA,T9:UNT_TAKEN_NOGPA,T9:UNT_PASSD_GPA,T9:UNT_PASSD_NOGPA,T9:TOT_PASSD_GPA,T10:CUR_GPA,T10:CUM_GPA,T10:UNT_TAKEN_GPA,T10:UNT_TAKEN_NOGPA,T10:UNT_PASSD_GPA,T10:UNT_PASSD_NOGPA,T10:TOT_PASSD_GPA,T11:CUR_GPA,T11:CUM_GPA,T11:UNT_TAKEN_GPA,T11:UNT_TAKEN_NOGPA,T11:UNT_PASSD_GPA,T11:UNT_PASSD_NOGPA,T11:TOT_PASSD_GPA,T12:CUR_GPA,T12:CUM_GPA,T12:UNT_TAKEN_GPA,T12:UNT_TAKEN_NOGPA,T12:UNT_PASSD_GPA,T12:UNT_PASSD_NOGPA,T12:TOT_PASSD_GPA,T13:CUR_GPA,T13:CUM_GPA,T13:UNT_TAKEN_GPA,T13:UNT_TAKEN_NOGPA,T13:UNT_PASSD_GPA,T13:UNT_PASSD_NOGPA,T13:TOT_PASSD_GPA,T14:CUR_GPA,T14:CUM_GPA,T14:UNT_TAKEN_GPA,T14:UNT_TAKEN_NOGPA,T14:UNT_PASSD_GPA,T14:UNT_PASSD_NOGPA,T14:TOT_PASSD_GPA,T15:CUR_GPA,T15:CUM_GPA,T15:UNT_TAKEN_GPA,T15:UNT_TAKEN_NOGPA,T15:UNT_PASSD_GPA,T15:UNT_PASSD_NOGPA,T15:TOT_PASSD_GPA,T16:CUR_GPA,T16:CUM_GPA,T16:UNT_TAKEN_GPA,T16:UNT_TAKEN_NOGPA,T16:UNT_PASSD_GPA,T16:UNT_PASSD_NOGPA,T16:TOT_PASSD_GPA,T17:CUR_GPA,T17:CUM_GPA,T17:UNT_TAKEN_GPA,T17:UNT_TAKEN_NOGPA,T17:UNT_PASSD_GPA,T17:UNT_PASSD_NOGPA,T17:TOT_PASSD_GPA
12,Y,G1005448,UGRD,CM,COMP,"Thursday, 16 June, 2022",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,MLAKA,Full-Time,KB04,B.E. (Hons) (Mechanical),Bachelor of Engineering (Honours) Mechanical,FET,No disability,Malaysia,CHINESE,M,5,,,,,135,PASS,Second Class Honours (Lower Division),135,,"Bahasa Inggeris(SPM-2013):A, Bahasa Melayu(SPM-2013):C, Biologi(SPM-2013):B+, Fizik(SPM-2013):A+, Kimia(SPM-2013):A, MUET(MUET):5, Matematik(SPM-2013):A+, Matematik Tambahan(SPM-2013):A-, PENDIDIKAN MORAL(SPM-2013):B+, Sejarah(SPM-2013):A-",19,,116,135,2120,116,12,3.07,3.07,3,2,3,2,3,2.61,2.69,15,0,15,0,18,2.6,2.65,15,0,12,0,30,2.9,2.69,6,0,6,0,36,2.45,2.7,11,3,11,3,47,2.37,2.62,14,0,14,0,61,3.1,2.67,6,0,6,0,67,3.21,2.78,17,0,17,0,84,3.77,2.9,12,3,12,3,96,0,2.9,0,5,0,5,96,3.43,2.93,6,3,6,3,102,3.26,2.97,14,3,14,3,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,N,G1012894,UGRD,AC,MATR,"Thursday, 5 April, 2018",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,CYBER,Full-Time,EB09,B.E. (Hons) (Electronics-Nano),Bachelor of Engineering (Honours) Electronics majoring in Nanotechnology,FOE_CYB,No disability,Malaysia,MALAY,M,,,,,,130,PASS,Second Class Honours (Lower Division),139,,"Bahasa Inggeris(SPM-2013):A, Bahasa Melayu(SPM-2013):C+, Fizik(SPM-2013):A, Kimia(SPM-2013):A, Lukisan Kejuruteraan(SPM-2013):A+, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):A-, Pendidikan Islam(SPM-2013):B+, Pendidikan Seni(SPM-2013):A, Sejarah(SPM-2013):A-",17,,113,130,2120,113,12,2.67,2.67,3,0,3,0,3,3.55,3.4,15,0,15,0,18,2.83,3.14,15,0,12,0,30,2.5,3.04,6,0,6,0,36,1.51,2.61,15,0,6,0,42,2.7,2.69,12,0,12,0,54,3,2.72,6,0,6,0,60,3.13,3.01,15,3,15,3,75,3.48,3.07,12,4,12,4,87,0,3.07,0,5,0,5,87,3.28,3.1,12,0,12,0,99,3.63,3.17,14,5,14,5,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Y,G1010835,UGRD,CM,COMP,"Thursday, 26 May, 2022",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,CYBER,Full-Time,EB03,B.E. (Hons) (Electronics-Comp),Bachelor of Engineering (Honours) Electronics majoring in Computer,FOE_CYB,No disability,Malaysia,CHINESE,M,3.5,,,,,139,PASS,Second Class Honours (Upper Division),139,,"Bahasa Cina(SPM-2013):B, Bahasa Inggeris(SPM-2013):C, Bahasa Melayu(SPM-2013):D, Fizik(SPM-2013):B+, Kimia(SPM-2013):B, MUET(MUET):3.5, Matematik(SPM-2013):A+, Matematik Tambahan(SPM-2013):A-, PENDIDIKAN MORAL(SPM-2013):C+, Sejarah(SPM-2013):B+, Teknologi Maklumat(SPM-2013):A-",20,,119,139,2120,119,12,3.67,3.67,3,0,3,0,3,3.65,3.66,15,0,15,0,18,3.48,3.58,15,0,15,0,33,2.9,3.47,6,0,6,0,39,3.39,3.45,15,0,15,0,54,3.17,3.39,15,0,15,0,69,3.31,3.38,9,0,9,0,78,2.24,3.2,15,0,12,0,90,3.24,3.29,15,4,12,4,102,0,3.29,0,5,0,5,102,3.77,3.37,6,6,6,6,108,3.4,3.38,11,5,11,5,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Y,G1009814,UGRD,CM,COMP,"Thursday, 16 June, 2022",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,M,3,,,,,146,PASS,First Class Honours,146,,"Bahasa Cina(SPM-2013):B+, Bahasa Inggeris(SPM-2013):A-, Bahasa Melayu(SPM-2013):A-, Ekonomi Asas(SPM-2013):A-, MUET(MUET):3, Matematik(SPM-2013):A+, Matematik Tambahan(SPM-2013):A, PENDIDIKAN MORAL(SPM-2013):A-, Prinsip Akaun(SPM-2013):A+, Sains(SPM-2013):A, Sejarah(SPM-2013):B+",14,,132,146,2120,132,12,4,4,3,3,3,3,3,3.69,3.74,16,0,16,0,19,3.85,3.79,17,0,17,0,36,3.67,3.77,6,3,6,3,42,3.72,3.76,13,5,13,5,55,3.61,3.73,16,3,16,3,71,3.93,3.74,6,0,6,0,77,3.67,3.73,16,0,16,0,93,3.45,3.69,16,0,16,0,109,0,3.69,0,6,0,0,109,3.8,3.69,6,0,6,0,115,3.95,3.73,17,0,17,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Y,G1004419,UGRD,CM,COMP,"Thursday, 16 June, 2022",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,MLAKA,Full-Time,KB05,B.E. (Hons) (Robo. & Auto.),Bachelor of Engineering (Honours) Electronics majoring in Robotics and Automation,FET,No disability,Malaysia,CHINESE,M,4,,,,,135,PASS,First Class Honours,135,,"Bahasa Cina(SPM-2013):B+, Bahasa Inggeris(SPM-2013):A, Bahasa Melayu(SPM-2013):A-, Biologi(SPM-2013):A, Fizik(SPM-2013):A, Kimia(SPM-2013):A-, MUET(MUET):4, Matematik(SPM-2013):A+, Matematik Tambahan(SPM-2013):A, PENDIDIKAN MORAL(SPM-2013):A-, Sejarah(SPM-2013):A",19,,116,135,2120,116,12,4,4,3,2,3,2,3,3.75,3.79,15,0,15,0,18,3.67,3.73,15,0,15,0,33,3.43,3.69,6,0,6,0,39,3.72,3.69,12,3,12,3,51,3.96,3.75,15,0,15,0,66,4,3.77,6,0,6,0,72,3.89,3.8,15,0,15,0,87,4,3.82,12,3,12,3,99,0,3.82,0,5,0,5,99,4,3.83,3,3,3,3,102,3.9,3.83,14,3,14,3,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Y,G1012792,UGRD,CM,COMP,"Thursday, 16 June, 2022",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,146,PASS,Second Class Honours (Lower Division),146,,"Bahasa Cina(SPM-2013):B+, Bahasa Inggeris(SPM-2013):B, Bahasa Melayu(SPM-2013):A-, Ekonomi Asas(SPM-2013):A-, MUET(MUET):3, Matematik(SPM-2013):A+, Matematik Tambahan(SPM-2013):A-, PENDIDIKAN MORAL(SPM-2013):A, Pendidikan Seni(SPM-2013):B+, Prinsip Akaun(SPM-2013):A, Sains(SPM-2013):A, Sejarah(SPM-2013):A-, Teknologi Maklumat(SPM-2013):B+",14,,132,146,2120,132,12,3.07,3.07,3,3,3,3,3,3.34,3.29,16,0,16,0,19,2.79,3.06,17,0,17,0,36,3,3.05,6,3,6,3,42,3.16,3.07,13,5,13,5,55,2.99,3.06,15,3,15,3,70,3.5,3.09,6,0,6,0,76,3.09,3.09,16,0,16,0,92,3.27,3.12,17,0,17,0,109,0,3.12,0,6,0,0,109,4,3.16,6,0,6,0,115,3.8,3.25,17,0,17,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Y,G1015014,UGRD,CM,COMP,"Thursday, 16 June, 2022",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,M,3,,,,,146,PASS,Second Class Honours (Lower Division),146,,"Bahasa Cina(SPM-2013):B+, Bahasa Inggeris(SPM-2013):B+, Bahasa Melayu(SPM-2013):C+, Ekonomi Asas(SPM-2013):C, MUET(MUET):3, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):A, PENDIDIKAN MORAL(SPM-2013):A-, Prinsip Akaun(SPM-2013):B+, Sains(SPM-2013):A-, Sejarah(SPM-2013):C+",14,,132,146,2120,132,12,3.47,3.47,3,3,3,3,3,3.28,3.31,16,0,16,0,19,2.7,3.02,17,0,17,0,36,3.13,3.04,6,3,6,3,42,2.66,2.95,13,5,13,5,55,2.49,2.85,15,3,15,3,70,3.57,2.91,6,0,6,0,76,2.82,2.89,16,0,16,0,92,3.11,2.93,17,0,17,0,109,0,2.93,0,6,0,0,109,3.73,2.97,6,0,6,0,115,3.54,3.04,17,0,17,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,N,G1015319,UGRD,AC,MATR,"Thursday, 5 April, 2018",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,CYBER,Full-Time,EB02,B.E. (Hons) (Electrical),Bachelor of Engineering (Honours) Electrical,FOE_CYB,No disability,Malaysia,CHINESE,M,4,,,,,136,PASS,First Class Honours,139,,"Bahasa Cina(SPM-2013):C+, Bahasa Inggeris(SPM-2013):B, Bahasa Melayu(SPM-2013):D, Biologi(SPM-2013):C+, Fizik(SPM-2013):B, Kimia(SPM-2013):C+, MUET(MUET):4, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):A-, PENDIDIKAN MORAL(SPM-2013):A-, Prinsip Akaun(SPM-2013):A-, Sejarah(SPM-2013):C+",20,,116,136,2120,116,12,3.67,3.67,3,0,3,0,3,3.81,3.79,15,0,15,0,18,3.44,3.63,15,0,15,0,33,4,3.69,6,0,6,0,39,4,3.76,12,3,12,3,51,3.51,3.7,15,0,15,0,66,4,3.72,3,3,3,3,69,3.27,3.64,15,0,15,0,84,3.63,3.64,12,1,12,1,96,0,3.64,0,5,0,5,96,3.7,3.64,6,3,6,3,102,3.87,3.67,14,5,14,5,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,N,G1004172,UGRD,AC,RLOA,"Monday, 1 August, 2022",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,CYBER,Full-Time,BB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOM,No disability,Malaysia,MALAY,M,4.5,,,,,142,PASS,Second Class Honours (Lower Division),146,,"Bahasa Inggeris(SPM-2013):A, Bahasa Melayu(SPM-2013):A-, Ekonomi Asas(SPM-2013):A, MUET(MUET):4.5, Matematik(SPM-2013):A+, Matematik Tambahan(SPM-2013):B+, Pendidikan Islam(SPM-2013):B, Prinsip Akaun(SPM-2013):A+, Sains(SPM-2013):A, Sejarah(SPM-2013):C+",14,,128,142,2120,128,12,3,3,6,0,6,0,6,3.5,3.35,14,3,14,3,20,2.68,3.05,16,2,13,0,33,3.03,3.05,6,0,6,0,39,3.18,3.08,10,6,10,6,49,3.19,3.1,15,3,15,3,64,2.8,3.06,9,0,9,0,73,2.18,2.9,17,2,14,2,87,2.8,2.96,20,0,20,0,107,0,2.96,0,6,0,0,107,4,3.02,6,0,6,0,113,3.39,3.13,15,0,15,0,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Y,G1005170,UGRD,CM,COMP,"Thursday, 16 June, 2022",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,146,PASS,Second Class Honours (Lower Division),146,,"Bahasa Cina(SPM-2013):B, Bahasa Inggeris(SPM-2013):C+, Bahasa Melayu(SPM-2013):C+, Ekonomi Asas(SPM-2013):D, MUET(MUET):2, MUET(MUET):3, MUET(MUET):3, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):B+, PENDIDIKAN MORAL(SPM-2013):B+, Prinsip Akaun(SPM-2013):A, Sains(SPM-2013):B, Sejarah(SPM-2013):C+",14,,132,146,2120,132,12,2.73,2.73,3,3,3,3,3,3.19,3.12,16,0,16,0,19,2.69,2.92,17,0,17,0,36,2.27,2.83,6,3,6,3,42,2.54,2.76,13,5,13,5,55,2.75,2.76,15,3,15,3,70,3.43,2.81,6,0,6,0,76,3.29,2.89,16,0,16,0,92,3.56,3,17,0,17,0,109,0,3,0,6,0,0,109,4,3.05,6,0,6,0,115,3.9,3.16,17,0,17,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Y,G1003546,UGRD,CM,COMP,"Thursday, 16 June, 2022",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3.5,,,,,146,PASS,Second Class Honours (Lower Division),146,,"Bahasa Cina(SPM-2013):B, Bahasa Inggeris(SPM-2013):C, Bahasa Melayu(SPM-2013):B+, Ekonomi Asas(SPM-2013):C, MUET(MUET):2, MUET(MUET):3.5, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):C, PENDIDIKAN MORAL(SPM-2013):A, Prinsip Akaun(SPM-2013):A, Sains(SPM-2013):A, Sejarah(SPM-2013):B",14,,132,146,2120,132,12,2,2,3,3,3,3,3,2.47,2.4,16,0,16,0,19,2.11,2.26,17,0,14,0,33,2.3,2.27,6,3,6,3,39,2.67,2.51,16,2,16,2,55,2.69,2.55,15,3,15,3,70,3.57,2.63,6,0,6,0,76,3.22,2.73,16,3,16,3,92,3.1,2.79,17,0,17,0,109,0,2.79,0,6,0,0,109,4,2.85,6,0,6,0,115,3.61,2.95,17,0,17,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Y,G1009384,UGRD,CM,COMP,"Thursday, 16 June, 2022",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,3,,,,,146,PASS,Second Class Honours (Upper Division),146,,"Bahasa Cina(SPM-2013):B+, Bahasa Inggeris(SPM-2013):C+, Bahasa Melayu(SPM-2013):A-, Ekonomi Asas(SPM-2013):C+, MUET(MUET):3, Matematik(SPM-2013):A+, Matematik Tambahan(SPM-2013):B, PENDIDIKAN MORAL(SPM-2013):A, Prinsip Akaun(SPM-2013):A+, Sains(SPM-2013):A, Sejarah(SPM-2013):A-",14,,132,146,2120,132,12,3.33,3.33,3,3,3,3,3,3.45,3.43,16,0,16,0,19,3.2,3.32,17,0,17,0,36,3.17,3.3,6,3,6,3,42,3.7,3.4,13,5,13,5,55,3.72,3.46,15,3,15,3,70,3.87,3.5,6,0,6,0,76,2.88,3.39,16,0,16,0,92,3.28,3.37,17,0,17,0,109,0,3.37,0,6,0,0,109,4,3.4,6,0,6,0,115,3.84,3.46,17,0,17,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Y,G1013369,UGRD,AC,DATA,"Friday, 12 August, 2022",1810,"Monday, 2 July, 2018","Sunday, 25 September, 2022",2130,CYBER,Full-Time,BB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOM,No disability,Malaysia,CHINESE,M,3,,,,,146,PASS,Second Class Honours (Lower Division),146,,"Bahasa Cina(SPM-2013):A-, Bahasa Inggeris(SPM-2013):C+, Bahasa Melayu(SPM-2013):B, Fizik(SPM-2013):D, Kimia(SPM-2013):D, MUET(MUET):3, Matematik(SPM-2013):B, Matematik Tambahan(SPM-2013):G, PENDIDIKAN MORAL(SPM-2013):A-, Prinsip Akaun(SPM-2013):C+, Sejarah(SPM-2013):C+",14,,132,146,2130,132,12,2.91,2.91,14,3,14,3,14,2.3,2.59,16,3,13,3,27,3.58,3.05,9,0,9,0,36,2.43,2.89,13,2,13,2,49,2.13,2.74,12,6,12,6,61,3.57,2.81,6,0,6,0,67,2.94,2.84,19,0,19,0,86,2.64,2.81,17,0,17,0,103,0,2.81,0,6,0,0,103,4,2.87,6,0,6,0,109,3.35,2.94,17,0,17,0,126,3.5,2.96,6,0,6,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,N,G1008605,UGRD,AC,MATR,"Friday, 16 November, 2018",1820,"Monday, 19 November, 2018","Sunday, 12 February, 2023",2210,MLAKA,Full-Time,KB05,B.E. (Hons) (Robo. & Auto.),Bachelor of Engineering (Honours) Electronics majoring in Robotics and Automation,FET,No disability,Malaysia,CHINESE,M,,,,,,124,PASS,Second Class Honours (Lower Division),135,,"Bahasa Cina(SPM-2013):B, Bahasa Inggeris(SPM-2013):B+, Bahasa Melayu(SPM-2013):B, Biologi(SPM-2013):C+, Fizik(SPM-2013):B+, Kimia(SPM-2013):C+, Matematik(SPM-2013):A+, Matematik Tambahan(SPM-2013):A, PENDIDIKAN MORAL(SPM-2013):A-, Sejarah(SPM-2013):A-",19,,105,124,2130,105,12,1.73,1.73,9,6,6,6,6,2,1.8,3,2,3,2,9,2.48,2.18,15,0,15,0,24,2.04,2.13,15,0,12,0,36,2.93,2.23,6,3,6,3,42,3.13,2.44,15,0,15,0,57,3.22,2.83,18,0,15,0,72,3.17,2.85,6,3,6,3,78,3.53,2.98,18,0,18,0,96,3.02,3.04,9,0,9,0,105,0,3.04,0,5,0,5,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,N,G1008598,UGRD,AC,PLNC,"Tuesday, 7 July, 2020",1820,"Monday, 19 November, 2018","Sunday, 2 January, 2022",2110,CYBER,Full-Time,TB12,B.C.S (Hons),Bachelor of Computer Science (Honours) (Data Science),FCI,No disability,Malaysia,CHINESE,M,,,,,,84,PASS,Second Class Honours (Lower Division),122,,"Bahasa Cina(SPM-2013):B+, Bahasa Inggeris(SPM-2013):B, Bahasa Melayu(SPM-2013):C+, Fizik(SPM-2013):C+, Kimia(SPM-2013):C, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):C, PENDIDIKAN MORAL(SPM-2013):B+, Sejarah(SPM-2013):B+, Teknologi Maklumat(SPM-2013):A-",14,,70,84,2130,70,9,1.68,1.68,16,0,8,0,8,2.6,1.87,4,5,4,5,12,2,2.2,11,0,7,0,19,2.3,2.29,8,0,8,0,27,3.33,2.39,3,3,3,3,30,3.3,2.69,8,0,8,0,38,3.47,2.82,8,3,8,3,46,0,2.82,0,3,0,3,46,3.69,3,12,0,12,0,58,3.29,3.05,12,0,12,0,70,0,3.05,0,6,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Y,G1011914,UGRD,CM,COMP,"Thursday, 16 June, 2022",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,MLAKA,Full-Time,AB01,B.Acc. (Hons),Bachelor of Accounting (Honours),FOB,No disability,Malaysia,CHINESE,F,4,,,,,146,PASS,First Class Honours,146,,"Bahasa Cina(SPM-2013):B+, Bahasa Inggeris(SPM-2013):C+, Bahasa Melayu(SPM-2013):A, Biologi(SPM-2013):B+, Fizik(SPM-2013):B+, Kimia(SPM-2013):B+, MUET(MUET):4, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):A-, PENDIDIKAN MORAL(SPM-2013):A, Sejarah(SPM-2013):A",14,,132,146,2120,132,12,3.67,3.67,3,3,3,3,3,3.49,3.52,16,0,16,0,19,3.11,3.33,17,0,17,0,36,3.43,3.34,6,3,6,3,42,3.34,3.34,13,5,13,5,55,3.85,3.45,15,3,15,3,70,4,3.49,6,0,6,0,76,3.85,3.56,16,0,16,0,92,3.81,3.6,17,0,17,0,109,0,3.6,0,6,0,0,109,4,3.62,6,0,6,0,115,4,3.67,17,0,17,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Y,G1005403,UGRD,CM,COMP,"Thursday, 16 June, 2022",1730,"Monday, 9 April, 2018","Sunday, 5 June, 2022",2120,MLAKA,Full-Time,KB05,B.E. (Hons) (Robo. & Auto.),Bachelor of Engineering (Honours) Electronics majoring in Robotics and Automation,FET,No disability,Malaysia,CHINESE,M,3,,,,,135,PASS,Second Class Honours (Lower Division),135,,"Bahasa Cina(SPM-2013):D, Bahasa Inggeris(SPM-2013):C, Bahasa Melayu(SPM-2013):C, Biologi(SPM-2013):B, Fizik(SPM-2013):B+, Kimia(SPM-2013):A-, MUET(MUET):3, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):A-, PENDIDIKAN MORAL(SPM-2013):B, Sejarah(SPM-2013):B",19,,116,135,2120,116,12,3.27,3.27,3,2,3,2,3,2.36,2.51,15,0,12,0,15,2.62,2.55,12,3,12,3,27,2.53,2.55,6,0,6,0,33,2.9,2.7,12,3,12,3,45,3.13,2.79,12,0,12,0,57,3.43,2.85,6,0,6,0,63,3.72,3.02,15,0,15,0,78,3.44,3.09,15,0,15,0,93,0,3.09,0,5,0,5,93,3.3,3.1,6,3,6,3,99,2.59,3.03,17,3,17,3,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,N,G1010646,UGRD,AC,DATA,"Monday, 11 July, 2022",1810,"Monday, 2 July, 2018","Sunday, 25 September, 2022",2130,CYBER,Full-Time,TB12,B.C.S (Hons),Bachelor of Computer Science (Honours) (Data Science),FCI,No disability,Malaysia,MALAY,M,,,,,,114,PROBATION,Third Class Honours,122,,"Bahasa Inggeris(SPM-2013):C, Bahasa Melayu(SPM-2013):B+, Fizik(SPM-2013):C+, Geografi(SPM-2013):B, Kimia(SPM-2013):E, Matematik(SPM-2013):C+, Matematik Tambahan(SPM-2013):D, Pendidikan Islam(SPM-2013):C+, Sejarah(SPM-2013):B+",20,,94,114,2120,94,9,2.15,2.15,16,0,12,0,12,2.43,2.38,16,0,12,0,24,3.2,2.53,6,2,6,2,30,1.88,2.32,16,0,8,0,38,2.47,2.55,20,0,20,0,58,2.53,2.55,4,6,4,6,62,3.57,2.76,16,8,16,0,78,2.29,2.7,12,3,12,3,90,0,2.7,0,6,0,6,90,2.07,2.67,4,3,4,3,94,1,2.54,8,0,0,0,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,N,G1010418,UGRD,AC,MATR,"Friday, 29 June, 2018",1810,"Monday, 2 July, 2018","Sunday, 25 September, 2022",2130,MLAKA,Full-Time,KB04,B.E. (Hons) (Mechanical),Bachelor of Engineering (Honours) Mechanical,FET,No disability,Malaysia,CHINESE,F,3,,,,,132,PASS,Second Class Honours (Lower Division),135,,"Bahasa Cina(SPM-2013):B, Bahasa Inggeris(SPM-2013):A, Bahasa Melayu(SPM-2013):C+, Fizik(SPM-2013):C+, Kimia(SPM-2013):C, MUET(MUET):3, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):A-, PENDIDIKAN MORAL(SPM-2013):B+, Prinsip Akaun(SPM-2013):C+, Sejarah(SPM-2013):B",19,,113,132,2130,113,12,1.89,1.89,15,0,9,0,9,2.73,2.31,15,0,15,0,24,2.49,2.35,9,0,9,0,33,1.65,2.23,15,3,6,3,39,2.48,2.28,14,3,14,3,53,3.3,2.37,6,0,6,0,59,3.17,2.61,12,4,12,0,71,3.37,2.72,13,3,13,3,84,3.53,2.81,6,2,6,2,90,3.47,2.87,9,3,9,3,99,3.13,2.9,14,0,14,0,113,0,2.9,0,5,0,5,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
